scan_date,equity,cash,positions,holdings
2025-09-23,1.7196692114767793,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-24,1.688562184677745,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-25,1.7067763028463196,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-26,1.764257517548218,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-29,1.795753406492257,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-30,1.7989148255432132,0.06206273649970162,6,"CC, HL, CVI, BTU, CLSK, ACMR"
2025-10-01,1.8623390454065727,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-02,1.908763567782981,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-03,1.944521507046673,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-06,1.9981879741234163,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-07,1.9795631622677998,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-08,2.0372878179959657,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-09,2.0824948893178217,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-10,1.9915749592605285,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-13,2.160562195864629,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-14,2.2625764572664893,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-15,2.250730558043906,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-16,2.1554294702829604,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-17,2.070922854199169,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-20,2.1556775241952697,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-21,2.0269265680819935,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-22,1.9199927333349613,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-23,1.990669166523225,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-24,2.0690386566297874,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-27,2.071439502797578,0.0,6,"BTU, CLSK, ACMR, MP, VSAT, SEDG"
2025-10-28,2.010827458868118,0.01119993037740008,6,"MP, VSAT, SEDG, PARR, WDC, PBF"
2025-10-29,2.062782804489702,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-10-30,2.0206118613067745,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-10-31,2.0470106017857215,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-03,2.084433423282437,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-04,2.029138449622002,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-05,2.1265850179289214,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-06,2.259322168211322,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-07,2.2463823440100774,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-10,2.400093561716402,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-11,2.365059188081272,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-12,2.315815987878368,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-13,2.1718777548711095,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-14,2.2165461746061186,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-17,2.2410839061342993,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-18,2.238180919907663,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-19,2.248277045379582,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-20,2.078285984464449,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-21,2.136827414680778,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-24,2.291701670824823,0.0,6,"PARR, WDC, PBF, CIEN, COHR, LITE"
2025-11-25,2.288198622445906,0.007905417080960375,6,"CIEN, COHR, LITE, ACMR, CENX, ALGT"
